customer_id,last_purchase,first_purchase,frequency,monetary,total_revenue,total_items,recency,customer_tenure_days,velocity_decay_ratio,category_hhi,spend_cv,country_count,primary_country,avg_items_per_order,return_rate,cancellation_rate
12374,2011-11-14 15:37:00,2010-04-30 14:01:00,3,32.95333333333333,2669.22,1354,25,563,2.3855421686746987,0.3174820911446426,0.6205167563323989,1,Austria,451.3333333333333,0.0,0.0
12375,2011-11-29 10:36:00,2011-09-02 14:23:00,2,25.166666666666668,377.5,176,11,87,1.0,0.2,0.5870750070589249,1,Finland,88.0,9.574683006182372e-07,1.8646975460580295e-05
12376,2010-11-15 12:15:00,2010-10-18 08:42:00,2,34.83181818181818,383.15,237,390,28,1.0,0.30578512396694213,0.8912088545089445,1,Switzerland,118.5,0.0,0.0
12377,2011-01-28 15:45:00,2010-04-29 15:34:00,4,21.775466666666667,3266.32,2101,315,274,0.16444444444444445,0.4006222222222222,0.6358286844044745,1,Switzerland,525.25,0.0,0.0
12378,2011-08-02 10:34:00,2010-05-26 14:07:00,2,17.994418604651162,5416.32,3316,130,432,0.0,0.26161962892241797,0.47581296649466737,1,Switzerland,1658.0,0.0,0.0
12379,2011-09-19 10:09:00,2010-06-23 12:49:00,4,19.093766233766235,1470.22,805,82,452,3.035714285714286,0.3216393995614775,0.5009638196098614,1,Belgium,201.25,9.574683006182372e-07,1.8646975460580295e-05
12380,2011-11-18 11:27:00,2010-02-15 12:05:00,8,27.0061797752809,7210.65,3314,22,640,2.25,0.2753159674003002,0.9054258887971134,1,Belgium,414.25,5.744809803709424e-06,7.458790184232118e-05
12381,2011-12-05 12:44:00,2011-08-12 09:57:00,3,17.985487804878048,1474.81,797,5,115,1.0,0.33521713265913144,0.41976028151535627,1,Norway,265.6666666666667,3.829873202472949e-06,1.8646975460580295e-05
12383,2011-06-08 08:02:00,2010-12-22 14:28:00,5,17.325106382978724,1628.56,1518,185,167,7.095744680851064,0.3730194658216387,0.6044655544398098,1,Belgium,303.6,9.574683006182372e-07,1.8646975460580295e-05
12384,2011-11-11 08:39:00,2011-08-10 11:23:00,2,17.010800000000003,425.27000000000004,122,29,92,1.0,0.2896,0.24878278105709395,1,Switzerland,61.0,2.872404901854712e-06,1.8646975460580295e-05
12385,2010-11-25 15:14:00,2010-11-25 15:14:00,1,26.06875,1668.4,594,379,0,1.0,0.34765625,0.6426546238797052,1,Belgium,594.0,9.574683006182372e-07,1.8646975460580295e-05
12386,2011-01-06 12:37:00,2010-12-08 09:53:00,2,36.71111111111111,660.8,568,338,29,1.0,0.654320987654321,0.559475570010756,1,Australia,284.0,0.0,0.0
12387,2010-10-20 16:27:00,2010-10-20 16:27:00,1,15.993333333333332,143.94,134,415,0,1.0,0.5061728395061729,0.4835920284952065,1,Australia,134.0,0.0,0.0
12388,2011-11-24 12:30:00,2010-05-06 12:54:00,8,26.719931506849317,3901.11,2001,16,566,0.8343139456546149,0.33270782510790015,0.6292416863283955,1,Australia,250.125,0.0,0.0
12389,2010-11-02 11:52:00,2010-02-22 10:15:00,3,29.251632653061222,1433.33,614,403,253,1.8636363636363635,0.43690129112869647,1.0642395763506391,1,Australia,204.66666666666666,0.0,0.0
12390,2011-09-21 09:33:00,2011-09-21 09:33:00,1,16.28516129032258,504.84000000000003,350,80,0,1.0,0.36524453694068676,0.31627425351162997,1,Belgium,350.0,0.0,0.0
12391,2011-11-18 12:07:00,2010-02-15 10:12:00,6,9.86982206405694,2773.42,1220,22,641,2.2323232323232323,0.274375957751295,1.444533366805555,1,Cyprus,203.33333333333334,5.744809803709424e-06,1.8646975460580295e-05
12392,2010-04-27 14:04:00,2010-04-27 14:04:00,1,33.53571428571429,234.75000000000003,73,591,0,1.0,0.42857142857142855,0.7665428104271735,1,Australia,73.0,0.0,0.0
12393,2011-09-28 15:41:00,2010-10-07 13:49:00,6,22.42476635514019,2399.4500000000003,1311,72,356,2.726315789473684,0.3580225347191894,0.6889695976137064,1,Australia,218.5,4.787341503091187e-06,1.8646975460580295e-05
12394,2011-10-07 08:08:00,2011-05-06 14:01:00,2,43.2192,1080.48,808,64,153,1.0,0.2544,1.4612645925306598,2,Belgium,404.0,0.0,0.0
12395,2011-11-20 15:21:00,2010-04-16 10:16:00,15,19.122983193277314,4551.27,3701,19,583,1.3532855765256924,0.31636183885318836,0.6086173529619977,1,Belgium,246.73333333333332,2.872404901854712e-06,5.594092638174088e-05
12396,2010-02-03 13:22:00,2010-02-03 13:22:00,1,14.329692307692307,931.43,591,674,0,1.0,0.37467455621301776,0.24570933283326557,1,RSA,591.0,0.0,0.0
12397,2011-11-04 09:52:00,2011-07-27 14:21:00,2,17.86209677419355,2214.9,1250,36,99,1.0,0.3938605619146722,0.6815201465119224,1,Belgium,625.0,0.0,0.0
12398,2011-10-25 10:27:00,2011-10-25 10:27:00,1,17.091190476190476,1435.66,1389,46,0,1.0,0.2556689342403628,0.6159727840471735,1,Switzerland,1389.0,0.0,0.0
12399,2011-08-12 13:15:00,2010-03-05 08:45:00,7,17.886407766990292,1842.3,2190,119,525,0.3717277486910995,0.2662833443302856,0.5372529070726203,1,Belgium,312.85714285714283,0.0,0.0
12400,2010-10-21 13:45:00,2010-10-21 13:45:00,1,18.65909090909091,205.25,91,414,0,1.0,0.38842975206611563,0.2766280820453212,1,Australia,91.0,0.0,0.0
12401,2011-02-09 13:50:00,2011-02-09 13:50:00,1,17.325,69.3,10,303,0,1.0,0.25,0.3544852803312181,1,Belgium,10.0,0.0,0.0
12402,2011-01-20 13:49:00,2010-02-07 12:41:00,6,17.7640625,1136.9,576,323,347,1.2894847972972971,0.466796875,0.29762953868523007,1,Belgium,96.0,9.574683006182372e-07,1.8646975460580295e-05
12403,2011-10-21 10:51:00,2010-07-06 11:39:00,2,135.33714285714285,947.36,256,50,471,0.0,0.7551020408163265,0.6586276443980905,1,Denmark,128.0,9.574683006182372e-07,1.8646975460580295e-05
12405,2011-07-14 08:52:00,2011-07-14 08:52:00,1,26.233773584905663,1390.39,849,149,0,1.0,0.2474190103239587,0.5849935646912295,1,Finland,849.0,0.0,0.0
12406,2011-11-17 19:22:00,2010-01-11 14:04:00,5,38.49614457831325,6390.36,3416,22,675,0.3106645331325301,0.24872985919581944,0.8706467093477066,1,Denmark,683.2,3.829873202472949e-06,3.729395092116059e-05
12407,2011-10-21 10:11:00,2011-03-20 13:21:00,5,20.932222222222222,1507.1200000000001,1403,50,214,0.9722222222222223,0.21180555555555552,0.7195563968708959,1,Belgium,280.6,0.0,0.0
12408,2011-11-07 12:27:00,2010-07-29 13:27:00,8,25.695855263157895,3905.77,2200,33,465,0.941039307128581,0.38408933518005534,0.9269059363827964,1,Belgium,275.0,1.053215130680061e-05,0.00011188185276348176
12409,2011-09-22 10:38:00,2010-05-23 15:21:00,7,88.70943181818183,23419.29,13143,79,486,2.366550116550117,0.21255165289256192,0.6045720568238151,1,Switzerland,1877.5714285714287,7.659746404945898e-06,0.00011188185276348176
12410,2011-02-04 10:39:00,2010-07-25 13:26:00,3,20.36078947368421,773.71,335,309,193,0.0,0.5069252077562328,0.3684160246139238,1,Switzerland,111.66666666666667,1.9149366012364744e-06,1.8646975460580295e-05
12411,2010-10-26 09:25:00,2010-10-26 09:25:00,1,15.768181818181818,346.9,138,410,0,1.0,0.48347107438016523,0.6788635824625636,1,Australia,138.0,0.0,0.0
12412,2011-09-26 10:16:00,2010-06-18 13:22:00,6,19.875454545454545,2404.93,1986,75,464,2.372262773722628,0.2589304009288982,0.7165080417622247,1,Denmark,331.0,3.829873202472949e-06,3.729395092116059e-05
12413,2011-10-04 09:00:00,2010-11-02 13:26:00,4,18.155208333333334,871.45,313,67,335,3.966025641025641,0.29079861111111105,0.4430405636817686,2,France,78.25,1.9149366012364744e-06,3.729395092116059e-05
12414,2011-05-06 14:51:00,2010-09-02 12:22:00,4,24.200454545454544,532.41,489,217,246,0.546642899584076,0.1859504132231405,0.7568540288501351,1,Austria,122.25,8.617214705564136e-06,3.729395092116059e-05
12415,2011-11-15 14:22:00,2010-06-30 08:30:00,24,156.21840563991321,144033.37,91443,24,503,0.5477052354981969,0.34505295947224046,1.1027164626917707,1,Australia,3810.125,5.936303463833071e-05,9.323487730290146e-05
12416,2010-02-21 10:19:00,2010-02-21 10:19:00,1,18.414545454545454,202.56,132,657,0,1.0,0.305785123966942,0.3740131178358459,1,Australia,132.0,0.0,0.0
12417,2011-12-06 14:52:00,2009-12-06 10:30:00,20,17.145042735042736,6017.91,2841,3,730,0.9433962264150942,0.22977897906672837,0.44139667779618474,2,Belgium,142.05,9.574683006182373e-06,0.00013052882822406207
12418,2011-08-19 11:08:00,2010-03-19 14:47:00,4,19.815686274509805,2021.2,1088,113,517,1.3725490196078434,0.3637062668204537,0.9070928200739287,1,Switzerland,272.0,9.574683006182372e-07,1.8646975460580295e-05
12419,2010-11-19 10:04:00,2010-10-22 10:40:00,2,17.000434782608696,391.01,227,386,27,1.0,0.20982986767485817,0.6514554172525733,1,Spain,113.5,0.0,0.0
12420,2011-10-07 08:55:00,2011-10-07 08:55:00,1,20.70310344827586,600.39,345,64,0,1.0,0.3555291319857312,0.444467761278137,1,Cyprus,345.0,0.0,0.0
12421,2011-11-24 09:07:00,2010-07-22 13:57:00,6,14.823728813559322,874.6,644,16,489,0.47129909365558914,0.2232117207698937,0.47977497321375534,1,Spain,107.33333333333333,1.9149366012364744e-06,3.729395092116059e-05
12422,2011-09-05 09:48:00,2009-12-18 12:44:00,12,22.465123456790124,3639.35,2579,96,625,1.2935323383084576,0.2351013565005334,0.9660539641612864,2,Switzerland,214.91666666666666,3.829873202472949e-06,7.458790184232118e-05
12423,2011-12-09 10:10:00,2010-08-31 09:31:00,10,14.847677419354838,2301.39,1772,1,465,1.2999999999999998,0.2923204994797086,0.4665048171221734,2,Belgium,177.2,9.574683006182372e-07,1.8646975460580295e-05
12424,2011-06-30 12:06:00,2010-06-09 15:15:00,4,36.30467391304348,3340.03,2025,163,385,2.0347826086956524,0.3081285444234405,1.1254839285014702,1,Australia,506.25,4.787341503091187e-06,5.594092638174088e-05
12425,2011-09-22 17:31:00,2010-09-17 14:10:00,2,19.136373626373626,1741.41,1147,78,370,1.0,0.20927424224127522,0.5962485338373129,1,Portugal,573.5,3.829873202472949e-06,1.8646975460580295e-05
12426,2011-05-29 12:26:00,2010-02-15 08:41:00,2,16.016133333333332,1201.21,576,195,468,1.0,0.3614222222222222,0.3180575180480412,1,Germany,288.0,4.787341503091187e-06,1.8646975460580295e-05
12427,2011-11-18 08:56:00,2010-12-03 10:44:00,3,25.656756756756756,949.3,602,22,349,0.12218649517684887,0.4258582907231556,0.7060100649489088,1,Germany,200.66666666666666,3.829873202472949e-06,3.729395092116059e-05
12428,2011-11-14 08:22:00,2011-03-01 09:33:00,8,22.317979094076655,6405.26,3509,26,257,1.0,0.22330002792312637,0.7766983105796978,1,Finland,438.625,5.744809803709424e-06,5.594092638174088e-05
12429,2011-11-30 17:22:00,2010-06-11 13:28:00,8,41.30124260355029,6979.91,3317,9,537,1.9722222222222223,0.4116452505164385,0.9133859637683517,2,Denmark,414.625,9.574683006182372e-07,1.8646975460580295e-05
12430,2011-10-27 15:09:00,2011-10-27 15:09:00,1,21.64,216.4,116,43,0,1.0,0.42000000000000004,0.6281322734987668,1,Norway,116.0,0.0,0.0
12431,2011-11-04 11:55:00,2010-01-15 09:04:00,25,26.319924999999998,10527.97,4695,36,658,0.7289572192513369,0.21747500000000006,1.601790732173927,2,Australia,187.8,6.702278104327661e-06,0.00011188185276348176
12432,2011-10-28 11:43:00,2011-06-20 13:27:00,4,40.74130841121495,4359.32,1800,43,129,1.0,0.2528605118350947,1.0177193175981798,1,Norway,450.0,0.0,0.0
12433,2011-12-09 10:02:00,2010-08-20 09:23:00,10,29.151926345609063,20581.26,17116,1,476,3.320841021909193,0.2857458129027598,0.8524113201292005,1,Norway,1711.6,9.574683006182372e-07,1.8646975460580295e-05
12434,2011-09-16 12:38:00,2010-11-23 13:38:00,3,15.763285714285715,1103.43,532,85,296,1.4166666666666667,0.2146938775510204,0.47033903370810104,1,Australia,177.33333333333334,3.829873202472949e-06,3.729395092116059e-05
12435,2011-09-21 09:06:00,2009-12-02 13:58:00,6,124.33866071428572,13925.93,4958,80,657,0.9128151260504203,0.4532844387755103,1.1175165501259596,1,Denmark,826.3333333333334,0.0,0.0
12436,2011-09-01 12:09:00,2011-09-01 12:09:00,1,28.60066666666667,429.01000000000005,209,100,0,1.0,0.28,0.49891313909185736,1,Norway,209.0,0.0,0.0
12437,2011-12-08 11:35:00,2009-12-02 16:24:00,38,21.327788279773156,11282.4,7922,2,735,1.5516014234875446,0.29327725386916137,0.6795981110637487,1,France,208.47368421052633,1.8191897711746508e-05,0.00014917580368464236
12438,2011-11-25 13:28:00,2011-07-22 13:29:00,2,25.696354166666666,2466.85,1169,14,125,1.0,0.2849392361111111,1.0219606248386033,1,Norway,584.5,0.0,0.0
12439,2010-01-26 12:11:00,2009-12-14 08:40:00,2,16.085833333333333,1158.18,484,683,43,1.0,0.1871141975308642,0.29750813771339085,1,Cyprus,242.0,2.872404901854712e-06,1.8646975460580295e-05
12440,2010-09-03 13:11:00,2009-12-22 12:03:00,2,24.64,739.2,328,462,255,1.0,0.288888888888889,0.5431468919764609,1,Austria,164.0,2.872404901854712e-06,1.8646975460580295e-05
12441,2010-12-08 10:45:00,2010-12-08 10:45:00,1,15.555000000000001,311.1,240,367,0,1.0,0.5199999999999999,0.2595870518501701,1,France,240.0,0.0,0.0
12442,2011-12-06 14:22:00,2011-12-06 14:22:00,1,13.096363636363636,144.06,181,3,0,1.0,0.5702479338842975,0.5412952099060085,1,Spain,181.0,0.0,0.0
12443,2009-12-07 15:42:00,2009-12-07 15:42:00,1,18.2655,365.31,179,732,0,1.0,0.21999999999999997,0.4979692230625361,1,Norway,179.0,0.0,0.0
12444,2011-11-18 13:23:00,2011-06-21 14:00:00,5,23.752674418604652,4085.46,1130,21,149,1.0,0.2849513250405625,0.5776001211657229,1,Norway,226.0,0.0,0.0
12445,2011-11-17 18:43:00,2010-10-15 12:28:00,2,16.477391304347826,378.98,204,22,398,1.0,0.3194706994328923,0.40009643546973844,1,Spain,102.0,9.574683006182372e-07,1.8646975460580295e-05
12446,2011-10-13 12:50:00,2011-10-13 12:50:00,1,17.584385964912283,1002.3100000000001,351,58,0,1.0,0.26254232071406586,0.34799811923973617,1,RSA,351.0,0.0,0.0
12447,2011-04-10 13:25:00,2011-04-10 13:25:00,1,17.2596,431.49,187,243,0,1.0,0.33759999999999996,0.27672422855383316,1,Belgium,187.0,0.0,0.0
12448,2011-10-26 13:46:00,2011-10-26 13:46:00,1,17.402380952380952,365.45,240,44,0,1.0,0.3015873015873015,0.7542683987658603,1,Spain,240.0,0.0,0.0
12449,2011-11-17 13:46:00,2010-09-27 09:37:00,5,21.810663265306125,4274.89,2247,22,416,0.1979591836734694,0.32127238650562273,0.8781114467450368,2,Belgium,449.4,0.0,0.0
12450,2011-07-06 14:41:00,2010-08-22 13:11:00,5,18.6,688.2,442,156,318,3.2702702702702706,0.2300949598246896,0.5460642731762312,1,Spain,88.4,2.872404901854712e-06,3.729395092116059e-05
12451,2011-11-29 08:40:00,2010-06-28 12:58:00,8,24.76447058823529,12629.88,9358,11,518,1.5185313341022684,0.21969242599000385,0.7934251695916417,1,Switzerland,1169.75,2.872404901854712e-06,3.729395092116059e-05
12452,2011-11-23 08:05:00,2011-11-23 08:05:00,1,17.4285,348.57,181,17,0,1.0,0.485,0.4817250672976502,1,Switzerland,181.0,9.574683006182372e-07,1.8646975460580295e-05
12453,2011-07-28 14:08:00,2011-07-28 14:08:00,1,16.443953488372095,707.09,473,134,0,1.0,0.384532179556517,0.3063571093389931,1,Austria,473.0,0.0,0.0
12454,2011-10-14 17:13:00,2010-10-14 17:33:00,4,422.045641025641,16459.78,7702,56,364,14.125,0.28862590401051935,0.5265337717437142,1,Spain,1925.5,3.063898561978359e-05,7.458790184232118e-05
12455,2011-09-27 15:31:00,2009-12-18 12:33:00,9,26.01340909090909,5722.95,3295,73,648,3.471646535282899,0.2081404958677686,1.2628658151307193,2,Cyprus,366.1111111111111,0.0,0.0
12456,2011-10-26 14:41:00,2011-03-30 09:12:00,3,21.15606557377049,2581.04,1618,44,210,0.6877249100359857,0.24791722655200216,0.8818046778345608,1,Switzerland,539.3333333333334,3.829873202472949e-06,1.8646975460580295e-05
12457,2011-10-04 13:13:00,2010-09-30 17:59:00,7,31.948874999999997,2555.91,1083,66,368,0.8456632653061225,0.293125,1.1903258556326375,2,Switzerland,154.71428571428572,7.659746404945898e-06,0.00011188185276348176
12458,2011-09-29 15:25:00,2010-08-09 10:33:00,4,18.781125,1502.49,979,71,416,5.76875,0.25375000000000003,0.5444287570676952,1,Switzerland,244.75,0.0,0.0
12459,2010-04-13 14:53:00,2010-04-13 14:53:00,1,18.10727272727273,398.36,256,605,0,1.0,0.384297520661157,0.31058888329708906,1,Spain,256.0,0.0,0.0
12460,2010-09-09 13:51:00,2010-09-09 13:51:00,1,17.45,296.65,168,456,0,1.0,0.6055363321799309,0.23259523005956292,1,Belgium,168.0,0.0,0.0
12461,2011-07-08 10:23:00,2011-07-08 10:23:00,1,18.43764705882353,626.88,282,155,0,1.0,0.6038062283737023,0.6429773808075977,1,Switzerland,282.0,0.0,0.0
12462,2011-11-21 09:11:00,2011-02-09 14:44:00,2,15.6265,937.59,527,19,284,1.0,0.2105555555555555,0.21071264420945546,1,Spain,263.5,9.574683006182373e-06,3.729395092116059e-05
12463,2011-10-17 13:44:00,2011-04-12 12:47:00,4,15.199746835443039,1200.78,768,53,188,1.8615384615384616,0.23249479250120175,0.3911230658431625,1,Belgium,192.0,4.787341503091187e-06,5.594092638174088e-05
12464,2011-11-29 13:33:00,2011-02-03 13:30:00,8,43.502272727272725,957.05,95,10,299,1.6057774001699239,1.0,0.6769098650584487,1,Belgium,11.875,0.0,0.0
12465,2011-11-22 16:34:00,2011-06-23 13:37:00,2,15.159777777777776,682.1899999999999,475,17,152,1.0,0.42419753086419754,0.3766946216079231,1,Belgium,237.5,3.829873202472949e-06,1.8646975460580295e-05
12467,2010-10-12 15:41:00,2010-10-12 15:41:00,1,14.755555555555556,132.8,129,423,0,1.0,0.8024691358024691,0.3120435500102353,1,USA,129.0,8.617214705564136e-06,1.8646975460580295e-05
12468,2011-06-05 11:36:00,2010-01-26 10:09:00,5,22.336137931034482,3238.74,2177,188,495,5.847222222222222,0.38397146254458986,0.9792816372497332,1,Germany,435.4,1.2447087908037084e-05,9.323487730290146e-05
12469,2010-07-05 12:40:00,2010-06-21 10:30:00,2,40.40184210526316,3070.54,2552,523,14,0.0,0.18213296398891968,1.7077135748468009,1,Thailand,1276.0,0.0,0.0
12470,2010-01-19 11:01:00,2010-01-19 11:01:00,1,9.215217391304348,211.95,95,690,0,1.0,0.26275992438563334,0.5325852333897498,1,Unspecified,95.0,0.0,0.0
12471,2011-12-07 15:43:00,2009-12-07 10:41:00,71,32.27318640955004,35145.5,16636,2,730,1.1355421686746987,0.38365540369046514,1.7207537778270339,1,Germany,234.30985915492957,0.00015319492809891797,0.0009323487730290147
12472,2011-11-07 14:01:00,2009-12-14 10:49:00,19,18.512446689113357,16494.59,11273,32,693,1.125,0.33149174750371907,0.6328250712054871,1,Germany,593.3157894736842,0.00013213062548531675,0.0003356455582904453
12473,2011-10-17 11:27:00,2011-06-01 10:15:00,3,16.125652173913043,2596.23,2419,54,138,0.0,0.30018132016511695,0.48650149070494975,1,Germany,806.3333333333334,1.053215130680061e-05,7.458790184232118e-05
12474,2011-11-22 14:39:00,2010-02-11 09:41:00,29,16.636090775988286,11362.45,7895,17,649,0.6157760814249363,0.3350711377974614,0.5109265238768202,1,Germany,272.2413793103448,5.1703288233384815e-05,0.00042888043559334674
12475,2011-10-17 10:10:00,2010-10-26 08:49:00,2,18.06169491525424,1065.64,766,54,356,0.0,0.27779373743177244,0.46144484436825456,1,Germany,383.0,0.0,0.0
12476,2011-11-24 12:40:00,2010-07-26 09:04:00,18,24.70282,12351.41,5547,16,486,3.6358834951456314,0.2928320000000001,0.6630160467532047,1,Germany,308.1666666666667,4.595847842967539e-05,0.00027970463190870443
12477,2011-11-17 09:51:00,2010-03-26 14:01:00,9,35.95101063829787,20276.37,6119,23,600,0.8598683193035948,0.21885217041396304,1.1253325235195701,1,Germany,679.8888888888889,7.659746404945898e-06,5.594092638174088e-05
12478,2011-12-06 09:56:00,2011-12-06 09:56:00,1,15.599714285714287,545.99,233,4,0,1.0,0.37142857142857144,0.3964957413338584,1,Greece,233.0,0.0,0.0
12479,2011-11-28 13:26:00,2011-11-28 13:26:00,1,15.773333333333333,473.2,382,11,0,1.0,0.3244444444444444,0.3819147816522358,1,Germany,382.0,3.829873202472949e-06,3.729395092116059e-05
12480,2011-11-11 14:52:00,2010-07-20 13:21:00,7,20.573829787234043,4834.85,2917,28,479,1.8058823529411765,0.2883295608872793,1.4065231722844245,1,Germany,416.7142857142857,2.872404901854712e-06,1.8646975460580295e-05
12481,2011-11-17 08:29:00,2010-04-11 13:10:00,14,29.60685185185185,11191.39,7204,23,584,1.305058201058201,0.3104196411074717,0.8531566870202792,1,Germany,514.5714285714286,3.829873202472949e-06,5.594092638174088e-05
12482,2010-05-12 16:51:00,2010-02-24 10:24:00,27,108.62237623762377,21941.72,27040,576,77,0.777934936350778,0.43990785217135575,0.5748744287037517,1,Sweden,1001.4814814814815,2.872404901854712e-06,5.594092638174088e-05
12483,2011-11-22 17:02:00,2010-01-31 13:28:00,19,33.2730081300813,4092.58,2143,17,660,0.9491017964071856,0.3316147795624298,0.7583185036703042,1,Sweden,112.78947368421052,8.617214705564136e-06,0.00014917580368464236
12484,2011-11-04 15:18:00,2010-01-27 16:41:00,9,11.883049040511727,5573.15,3242,35,645,0.28087649402390436,0.2136878810334559,0.8999532317436,1,Spain,360.22222222222223,8.617214705564136e-06,7.458790184232118e-05
